id,NameLatNom,rus,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
230,Pulvis Radicis Asphodeli,Порошок корня асфодели,Pulveris Radicis Asphodeli,Act,0.5,1.5,0,0,0.18,0.65,0,SlightlySoluble,У сухому та темному місці,Несумісний з сильними окислювачами,None,None,0,ВМС при набуханні,0.1,0.3,0.05,0.1,0.2,YES,Natural,Sedative,Herbal,Powder,NO,Asphodelaceae,NO,NO,YES,Radix,Trituratio,1:10,40,15,30,15,YES,YES,YES,72,2-8°C,Потребує розтирання до дрібного стану,NO,None,Internal,Water,None,0,NO,NO,DarkGlass,None,None,0,None,NO,None,0,Internal,Dissolution,None,0,0,None,PurifiedWater,NO,MagicComponent,None,None,VMS
231,Quinine,Хинин,Chinini,Act,1.0,2.0,,,,,,,,,,,,,0.5,1.0,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Radix Althaeae,Корень Алтеи,Radicis Althaeae,Act,,,,,,,,1:20,"Store dry, protected from light",,,,,,,,,,,NO,Лекарственное вещество,Обволакивающее,Природные,Твердые,NO,Растительное сырье,NO,NO,NO,Radix,Maceration,1:20,20,,480,,YES,NO,YES,48.0,"2-8°C, tightly closed",Cold maceration (room temp) for 30 min + 1.3 consumption factor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Resorcinol,Резорцин,Resorcini,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Resorcinum,Резорцин,Resorcini,Act,0.5,1.5,,,,,,,,emulsion,aqua purificata,1.0,Розчинити у воді/гліцерині; вводити через Lanolinum; воду <0.2 г не враховувати,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Riboflavinum,Рибофлавин,Riboflavini,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Salicylic acid,Кислота салициловая,Acidi salicylici,Act,1.0,2.0,,,0.2,,,"Sparingly soluble in water, readily soluble in 70% ethanol",сухе місце,,suspension,oleum vaselini,,Розтирати з 0.5 ч. олії,0.5,1.0,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Salolum,Привет,Saloli,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Scopolamini hydrobromidum,Скополамини гидробромид,Scopolamini hydrobromidi,Act,0.0005,0.0015,,,,,,,сухе місце,,,,,,0.00025,0.00075,6.3e-05,0.000125,0.00025,YES,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Silver nitrate,Нитрат серебра,Argenti nitratis,Act,0.03,0.1,,,,,,,,,,,,,0.015,0.05,0.00375,0.0075,0.015,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,YES,,NO,YES,NO,,Instruction_ID=Freshly_Distilled_Water;Filter_Type=Glass_Filter_Only;Light_Sensitive=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Solutio Lugoli cum Glycerino,Раствор Люголя с глицерином,Solutionis Lugoli cum Glycerino,Act,,,,1.25,1.0,1.0,,1:1,LightProtected,IncompatibleWithStarch,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,Lugol's solution with glycerin,NO,Iodine in glycerin-iodide base.,,,,
241,Spiritus boricus,Борный спирт,Spiritus borici,Act,,,,0.89,1.0,1.0,,1:1,LightProtected,VolatileComponent,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,Boric alcohol 3%,NO,Prepared with 70% ethanol.,,,,
242,Spiritus salicylicus,Салициловый спирт,Spiritus salicylici,Act,,,,0.89,1.0,1.0,,1:1,LightProtected,VolatileComponent,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,Salicyl alcohol 1%,NO,Prepared with 70% ethanol.,,,,
243,Sulfadiazine,Сульфадиазин,Sulfadiazini,Act,2.0,7.0,,,,,,Практично нерозчинний у воді,,,suspension,oleum vaselini,,"Розтирати з 0.5 ч. олії (правило Дерягіна),",1.0,3.5,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Sulfanilamide,Сульфаниламид,Streptocidi,Act,2.0,7.0,,,,,,,,,,,,,1.0,3.5,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Sulfas,Сульфаза,Sulfatis,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Sulfur,сера,Sulfuris,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Sulfur praecipitatum,Сера выпадает в осадок,Sulfuris praecipitati,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Tannic acid,Дубильная кислота,Acidi tannici,Act,0.5,1.5,,,,0.7,50.0,Дуже легко розчинний у воді та спирті,"У щільно закупореній тарі, у захищеному від світла місці",Несумісний з солями заліза та алкалоїдами,emulsion,aqua purificata,1.0,Розчинити у воді/гліцерині; вводити через Lanolinum; воду <0.2 г не враховувати,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Tanninum,Зуб,Tannini,Act,0.5,1.5,,,,0.7,50.0,Дуже легко розчинний у воді та спирті,"У щільно закупореній тарі, у захищеному від світла місці",Несумісний з солями заліза та алкалоїдами,emulsion,aqua purificata,1.0,Розчинити у воді/гліцерині; вводити через Lanolinum; воду <0.2 г не враховувати,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Terpin hydrate,Терпин гидрат,Terpinhydrati,Act,0.5,1.0,,,,,,,темне місце,,,,,,0.25,0.5,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Terpinhydratum,Терпингидратум,Terpinhydrati,Act,0.5,1.0,,,,,,,,,,,,,0.25,0.5,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Tetracycline,Тетрациклин,Tetracyclini,Act,0.5,2.0,,,,,,,,,,,,,0.25,1.0,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Tetracyclinum,Тетрациклин,Tetracyclini,Act,0.5,2.0,,,,,,,,,,,,,0.25,1.0,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Theobromine,Теобромин,Theobromini,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Theobrominum,Теобромин,Theobromini,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Theophylline,Теофиллин,Theophyllini,Act,0.3,0.9,,,,,,,темне місце,,,,,,0.15,0.45,0.0375,0.075,0.15,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Theophyllinum,Теофиллин,Theophyllini,Act,0.3,0.9,,,,,,,темне місце,,,,,,0.15,0.45,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Thiamine,Тиамин,Thiamini,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Thiamini chloridum,Тиамини хлорид,Thiamini chloridi,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Thymol,Тимол,Thymoli,Act,0.5,1.5,,,,,,,темне місце,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Thymolum,тимол,Thymoli,Act,1.0,4.0,-,0.965,0.16,0.81,-,1:1100 H2O 1:1 Alcohol 1:3 Oils,Список Б в защищенном от света месте,Образует эвтектические смеси с камфорой ментолом и хлоралгидратом,Растворение в масле или основе,-,-,Растирают с этиловым спиртом (10 капель на 1.0),0.05-0.5,0.15-1.5,0.05,0.1-0.2,0.3-0.5,YES,Single,Antisepticum anthelminticum,Plant origin/Synthetic,Крупные бесцветные кристаллы с характерным запахом,NO,Phenols,NO,NO,YES,-,Растворение в спирте или жирных маслах,-,20°C,-,-,-,NO,NO,YES,720,В прохладном темном месте,-,NO,-,-,-,-,-,NO,NO,-,-,-,-,-,NO,No,Vaselinum Lanolinum,1-2%,External Dental Per os,Dissolution,-,-,-,-,Alcohol Fatty oils,No,-,Hydrophobic,-
262,Tinctura Amaralla,Настойка Амараллы,Tincturae Amarallae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Tinctura Belladonnae,Настойка Белладонны,Tincturae Belladonnae,Act,0.5,1.5,44.0,,,,,Змішується з водою,Список Б. Захищене від світла місце,Перевірка доз обов'язкова,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Ядовитые,Синтетические,Жидкие,YES,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Tinctura Convallariae,Настойка конвалларии,Tincturae Convallariae,Act,0.6,1.8,50.0,,,,,Змішується з водою,Прохолодне місце,Серцеві глікозиди,,,,,0.3,0.9,0.075,0.15,0.3,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Tinctura Eucalypti,Эвкалиптовая настойка,Tincturae Eucalypti,Act,,,52.0,,,,,Змішується зі спиртом,Захищене від світла місце,Антисептик,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Tinctura Menthae,Настойка менты,Tincturae Menthae,Act,,,47.0,,,,,Змішується зі спиртом,Прохолодне місце,Містить ментол,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Tincture of iodine,Настойка йода,Tincturae Iodi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Tincture of valerian,Настойка валерианы,Tincturae Valerianae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Unguentum Arnicae 5%,Арника мазь 5%,Unguentum Arnicae 5%,Act,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Arnicae flores::100,,,,,,,,,,,,YES,Vaselinum,5%,External,Arnica tincture/extract thickened into base.,,,,,,,,,,
270,Unguentum Calendulae 10%,Календула мазь 10%,Unguentum Calendulae 10%,Act,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Calendula flores::100,,,,,,,,,,,,YES,Vaselinum,10%,External,Calendula extract/infusion incorporated into base.,,,,,,,,,,
271,Unguentum Capsici 0.025%,"Стручковый перец мазь 0,025%",Unguentum Capsici 0.025%,Act,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Capsici fructus::100,,,,,,,,,,,,YES,Vaselinum,0.025%,External,Capsicum tincture/extract; rubefacient.,,,,,,,,,,
272,Unguentum Chamomillae 5%,Ромашковая мазь 5%,Unguentum Chamomillae 5%,Act,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Chamomilla flores::100,,,,,,,,,,,,YES,Lanolinum/Vaselinum,5%,External,Chamomile extract in base.,,,,,,,,,,
273,Unguentum Hyperici 5%,Зверобой 5%,Unguentum Hyperici 5%,Act,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Hypericum herba::100,,,,,,,,,,,,YES,Vaselinum,5%,External,Hypericum oil/extract in base.,,,,,,,,,,
274,Unguentum Salviae 5%,Мазь шалфея 5%,Unguentum Salviae 5%,Act,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Salvia folia::100,,,,,,,,,,,,YES,Lanolinum/Vaselinum,5%,External,Sage extract in base.,,,,,,,,,,
275,Urea,Мочевина,Ureae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Valerian,Валериана,Valerianae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Valerian tincture,настойка валерианы,Tincturae Valerianae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Vitamin A,Витамин А,Vitamini A,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Vitamin B1,Витамин В1,Thiamini,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Vitamin B12,Витамин В12,Cyanocobalamini,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Ядовитые,Синтетические,Твердые,YES,,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Vitamin C,Витамин С,Acidi ascorbici,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Vitamin D2,Витамин D2,Ergocalciferoli,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Vitamin E,Витамин Е,Tocopheroli,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Vitamin K,Витамин К,Menadioni,Act,0.01,0.03,,,,,,,,,,,,,0.005,0.015,0.00125,0.0025,0.005,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Vitamin PP,Витамин РР,Acidi nicotinici,Act,0.1,0.5,,,,,,,,,,,,,0.05,0.25,0.0125,0.025,0.05,NO,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Vitaminum E,Витамин Е,Vitamini E,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,White precipitate,Белый осадок,Hydrargyri ammoniati,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Xanthine,Ксантин,Xanthini,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Xeroformium,Ксероформий,Xeroformii,Act,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insoluble,"Light-protected, cool",Avoid strong oxidizers,suspension,vaseline_oil,0.5,Розтирати з рідким компонентом (олією або дьогтем),0.0,0.0,0.0,0.0,0.0,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Zinc chloride,Хлорид цинка,Zinci chloridi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Zinc oxide,Оксид цинка,Zinci oxydi,Act,,,,,,,33.0,Практически нерозчинний у воді та спирті,У щільно закупореній тарі,Несумісний з кислотами,suspension,,,Нерозчинний: тритурація; рекомендація Oleum Vaselini 0.5× від маси порошку,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Zinc sulfate,Цинка сульфат,Zinci sulfatis,Act,0.2,0.5,,,,,,,"сухе, прохолодне темне місце",,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Zinc undecylenate,ундециленат цинка,Zinci undecylenatis,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Zinc valerate,Цинк валерат,Zinci valeratis,Act,0.2,0.5,,,,,,,,,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Zinci chloridum,Цинка хлорид,Zinci chloridi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Zinci oxydum,Оксид цинка,Zinci oxydi,Act,,,,,,,33.0,Практически нерозчинний у воді та спирті,У щільно закупореній тарі,Несумісний з кислотами,suspension,,,Нерозчинний: тритурація; рекомендація Oleum Vaselini 0.5× від маси порошку,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Zinci sulfas,Цинка сульфат,Zinci sulfatis,Act,0.2,0.5,,,,,,,"сухе, прохолодне темне місце",,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Zinci valeras,Зинчи Валерас,Zinci valeratis,Act,0.2,0.5,,,,,,,,,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Acetic acid,Уксусная кислота,Acidi acetici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Acidum benzoicum,Кислота бензойная,Acidi benzoici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Acidum citricum,Кислота лимонная,Acidi citrici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Adipic acid,Адипиновая кислота,Acidi adipici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Agar-agar,Агар-агар,Agar-agar,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Alginate,Альгинат,Alginatis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Amylum Solani,Амилум Солани,Amyli Solani,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Aqua Anisi,Аква Аниси,Aquae Anisi,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,EssentialOilVolatility,,,,,,,,,NO,Вспомогательное вещество,Отхаркивающее,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral,,,,,,Anise water,NO,Prepared from anise oil (1:1000).,,,,
307,Aqua Chamomillae,Аква Ромашка,Aquae Chamomillae,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,LightProtected,,,,,,,,,NO,Вспомогательное вещество,Антисептическое,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,Chamomile water,NO,Obtained by steam distillation of flowers.,,,,
