id,NameLatNom,rus,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
237,Kalii iodidum,Калия йодид,Kalii iodidi,Act,1.0,3.0,,,,0.27,,"Дуже легко розчинний у воді, розчинний у гліцерині",У захищеному від світла місці,Несумісний з солями заліза,emulsion,aqua purificata,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Kalii permanganas,Калия перманганат,Kalii permanganatis,Act,0.1,0.3,,,,,,,сухе місце,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Kalii sulfas,Калия сульфат,Kalii sulfatis,Act,,,,,,,,,темне місце,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Lactic acid,Кислота молочная,Acidi lactici,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Lactose,Лактоза,Sacchari lactis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Laevomycetinum,Левомицетин,Laevomycetini,Act,0.5,2.0,,,,,,,,,,,,,0.25,1.0,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Lanolin,Ланолин,Lanolini,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Lanolinum anhydricum,Безводный ланолин,Lanolini anhydrici,Base,,,,,,,,"Практично нерозчинний у воді, розчинний у хлороформі","У прохолодному, захищеному від світла місці",,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Lanolinum hydricum,Гидрокси ланолин,Lanolini hydrici,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Lead acetate,Ацетат свинца,Plumbi acetatis,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Lead subacetate solution,Раствор субацетата свинца,Solutionis Plumbi subacetatis,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Lithium carbonate,Карбонат лития,Lithii carbonatis,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Macrogolum 1500 (PEG 1500),Макрогол 1500 (ПЭГ 1500),Macrogolum 1500 (PEG 1500),PolymerBase,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Твердые,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,,NO,,PEG base,Solid polyethylene glycol; used in PEG ointment bases.,
250,Macrogolum 400 (PEG 400),Макрогол 400 (ПЭГ 400),Macrogolum 400 (PEG 400),PolymerBase,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,,NO,,PEG base,Liquid polyethylene glycol; solvent and ointment base component.,
251,Magnesii carbonate,Карбонат магния,Magnesii carbonatis,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Magnesii oxidum,Магния оксид,Magnesii oxydi,Act,1.0,3.0,,,,,,,сухе місце,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Magnesii sulfas,Магния сульфат,Magnesii sulfatis,Act,25.0,25.0,,,,0.50,,Дуже легко розчинний у воді,У щільно закупореній тарі,,,,,,12.5,12.5,3.125,6.25,12.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Magnesium carbonate,Карбонат магния,Magnesii carbonatis,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Magnesium oxide,Магния оксид,Magnesii oxydi,Act,1.0,3.0,,,,,,,сухе місце,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Magnesium sulfate,Сульфат магния,Magnesii sulfatis,Act,25.0,25.0,,,,0.5,,Дуже легко розчинний у воді,У щільно закупореній тарі,,,,,,12.5,12.5,3.125,6.25,12.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Matricariae flores,Цветы ромашки,Matricariae flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Melissae folia,Мелисса уходит,Melissae folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Mentha piperita folia,Мята пиперита листовая,Mentha piperita folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion; avoid prolonged boiling to preserve volatile oils.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Menthol,Ментол,Mentholi,Act,0.1,0.3,,,,0.9,100.0,"Практично нерозчинний у воді, дуже легко розчинний у спирті","У щільно закупореній тарі, у прохолодному місці",Утворює евтектики з камфорою,solution_in_base,,,Розчинити в теплій основі (без води),0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Mentholum,Ментол,Mentholi,Act,0.1,0.3,,,,0.9,100.0,"Практично нерозчинний у воді, дуже легко розчинний у спирті","У щільно закупореній тарі, у прохолодному місці",Утворює евтектики з камфорою,solution_in_base,,,Розчинити в теплій основі (без води),0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Mercuric chloride,Хлорид ртути,Hydrargyri dichloridi,Act,0.01,0.02,,,,,,,,,,,,,0.005,0.01,0.00125,0.0025,0.005,YES,Лекарственное вещество,Ядовитые,Синтетические,Твердые,YES,,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Mercuric oxide,Оксид ртути,Hydrargyri oxydi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Ядовитые,Синтетические,Твердые,YES,,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Methyl salicylate,Метилсалицилат,Methylii salicylatis,Act,1.0,3.0,,,,,,,темне місце,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Methylene blue,Метиленовый синий,Methyleni caerulei,Act,0.1,0.3,,,,,,,темне місце,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Methylenum caeruleum,Метиленовый синий,Methyleni caerulei,Act,0.1,0.3,,,,,,,темне місце,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Morphine hydrochloride,Морфина гидрохлорид,Morphini hydrochloridi,Act,0.02,0.05,,,,,,,сухе місце,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Сильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Morphine sulfate,Морфина сульфат,Morphini sulfatis,Act,0.02,0.05,,,,,,,,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Сильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Morphini hydrochloridum,Морфина гидрохлорид,Morphini hydrochloridi,Act,0.02,0.05,,,,,,,сухе місце,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Сильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Natrii benzoas,Натрия бензоат,Natrii benzoatis,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Natrii bromidum,Natrii bromidum,Natrii bromidi,Act,1.0,3.0,,,,0.24,,"Дуже добре розчинний у воді (приблизно 1:1.5), розчинний у спирті (близько 1:16)","Зберігати у звичайних умовах",Несумісний з алкалоїдами та солями важких металів,,,,0.05,0.15,0.05,0.25,0.5,false,false,Седативний засіб,Inorganic,Білий кристалічний порошок без запаху,Твердые,Седативні,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",Natrii chloridum
272,Natrii hydrocarbonas,Натрия гидрокарбонат,Natrii hydrocarbonatis,Act,5.0,10.0,,,,0.3,,"Розчинний у воді, практично нерозчинний у спирті",У добре закупореній тарі,Несумісний з кислотами,,,,,2.5,5.0,0.625,1.25,2.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Natrii iodidum,Natrii iodidum,Natrii iodidi,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Natrii salicylas,Natrii salicylas,Natrii salicylatis,Act,2.0,6.0,20,0.5,0.23,0.77,0.8,1:1,LightProtected,AcidIncompatible,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Анальгезирующее,Синтетические,Твердые,Твердые,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natrii tetraboras,Natrii tetraboratis
275,Natrii thiosulfas,Натрии thiosulfas,Natrii thiosulfatis,Act,3.0,9.0,,,,0.51,,,,,,,,,1.5,4.5,0.375,0.75,1.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Nicotinic acid,Никотиновая кислота,Acidi nicotinici,Act,0.1,0.5,,,0.25,0.7,,Погано розчинний у воді,,,emulsion,aqua purificata,,Вітамін РР,0.05,0.25,0.0125,0.025,0.05,NO,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Nitroglycerin,Нитроглицерин,Nitroglycerini,Act,0.0005,0.001,,,,,,,,,,,,,0.00025,0.0005,6.3e-05,0.000125,0.00025,YES,Лекарственное вещество,Сильнодействующие,Синтетические,Жидкие,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Nitroglycerinum,Нитроглицерин,Nitroglycerini,Act,0.0005,0.001,,,,,,,,,,,,,0.00025,0.0005,6.3e-05,0.000125,0.00025,YES,Лекарственное вещество,Сильнодействующие,Синтетические,Жидкие,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Novocainum,Новокаин,Novocaini,Act,0.25,0.75,,,,0.25,,"Дуже легко розчинний у воді, легко розчинний у спирті","Список Б. У щільно закупореній тарі, у захищеному від світла місці",,emulsion,aqua purificata,1.0,Розчинити у воді (1:1) та емульгувати з Lanolinum; при воді >0.2 г відняти масу з основи,0.125,0.375,0.03125,0.0625,0.125,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Nystatinum,Нистатин,Nystatini,Act,1.0,4.0,,,,,,,,,,,,,0.5,2.0,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Oleum Cacao,Олеум Какао,Olei Cacao,Base,,,,0.95,1.0,,,,,Основна жирова основа,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Oleum Helianthi,Масло Гелианта,Olei Helianthi,Solvent,,,,0.92,1.0,1.0,,Insoluble,CoolPlace,RancidityRisk,,,,,,,,,,,NO,Вспомогательное вещество,Растворитель,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,Sunflower oil,NO,Used as oily base for liniments and solutions.,,
283,Oleum Menthae,Олеум Мента,Olei Menthae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Oleum Persicorum,Масло персиковое,Oleum Persicorum,OilBase,,,,,,,,,"15-25°C, protect from light",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,,NO,,Fatty oil base,Peach oil; used as oily vehicle for solutions and ointments.,
285,Oleum Ricini,Касторовое масло,Olei Ricini,Act,30.0,30.0,,,,,,,,,,,,,15.0,15.0,3.75,7.5,15.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Oleum Vaselini,Масло вазелиновое,Olei Vaselini,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Olive oil,Оливковое масло,Olei Olivarum,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Os purificatum,Очищенный рот,Ossis purificati,Act,,,,,0.7,,,,,К-т заміщення для кісткового борошна,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Papaverine,Папаверин,Papaverini,Act,0.2,0.6,,,,,,,,,,,,,0.1,0.3,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Papaverine hydrochloride,Папаверина гидрохлорид,Papaverini hydrochloridi,Act,0.2,0.6,,,,,,,,,,,,,0.1,0.3,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Papaverini hydrochloridum,Папаверина гидрохлорид,Papaverini hydrochloridi,Act,0.2,0.6,,,,,,,,,,,,,0.1,0.3,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Paracetamolum,Парацетамол,Paracetamoli,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Paraffin,Парафин,Paraffini,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Paraffinum liquidum,Жидкий парафин,Paraffini liquidi,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Paste Calendulae 10%,Паста Календула 10%,Paste Calendulae 10%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Calendula extract::100,,,,,,,,,,,,YES,Zinc paste base,10%,External,Incorporate into pasta Zinci base.,,,,,,,,,,
296,Peppermint oil,Масло мяты перечной,Olei Menthae,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Perhydrolum,Пергидрол,Perhydroli,Act,,,,1.1,0.73,,,,"температура не вище 25 град. C, пробка до посудини повинна мати газовідводну трубку",,"У прохолодному місці, у скляному посуді з притертою пробкою. Спричиняє опіки!",Несумісний з відновниками та більшістю металів,,,,,,,,,,false,false,Жидкие,Inorganic,Безбарвна масляниста рідина,false,Strong oxidizing agents,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",
298,Phenobarbital,Фенобарбитал,Phenobarbitali,Act,0.2,0.5,,,,,,,,,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Phenobarbitalum,Фенобарбитал,Phenobarbitali,Act,0.2,0.5,,,,,,,,,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Phenolphthalein,фенолфталеин,Phenolphthaleini,Act,0.3,0.5,,,,,,,,,,,,,0.15,0.25,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Phenolphthaleinum,фенолфталеин,Phenolphthaleini,Act,0.3,0.5,,,,,,,,,,,,,0.15,0.25,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Pilocarpine,Пилокарпин,Pilocarpini,Act,0.02,0.05,,,,,,,,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Pilocarpini hydrochloridum,Пилокарпини гидрохлорид,Pilocarpini hydrochloridi,Act,0.02,0.05,,,,,,,темне місце,,,,,,0.01,0.025,0.0025,0.005,0.01,NO,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Piperazinum,Пиперазин,Piperazini,Act,2.0,4.0,,,,,,,сухе місце,,,,,,1.0,2.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Pepsinum,Пепсин,Pepsini,Substantia,0.5,1.5,-,-,0.11,0.61,-,Solubilis (1:50 H2O),Список Б в прохладном защищенном от света месте,Активен в кислой среде (pH 1.8-2.0) инактивируется при pH выше 4.0,-,-,-,-,0.05-0.3,0.15-0.9,0.05,0.1-0.2,0.2-0.3,Yes,Single,Proteolytic enzyme,Animal origin,Твердые,No,Enzymes,No,No,Yes,-,Растворение в подкисленной воде,-,20°C,-,-,-,-,-,Yes,240,В холодильнике,-,No,-,-,-,-,-,-,Через беззольный фильтр или вату,-,-,-,-,-,No,-,-,Per os,Dissolution,-,1.8-2.0,-,Acidum hydrochloricum,Aqua purificata,No,-,-,-,Soluble
306,Pix liquida,Ликвид Пикс,Picis liquidae,Viscous Liquid,0.0,0.0,40.0,1.1,0.0,0.0,0.0,Lipid-miscible,Well-closed container,Incompatible with strong acids,liquid_active,none,0.0,Вводити в останню чергу; можна використовувати для розтирання порошків,0.0,0.0,0.0,0.0,0.0,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Plantago folia,Листья подорожника,Plantago folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Platyphyllini hydrotartras,Платифиллины гидротартры,Platyphyllini hydrotartratis,Act,0.01,0.03,20,0.6,0.2,0.8,,1:10,LightProtected,IncompatibleWithAlkalies,0.01,0.03,0.003,0.005,0.01,YES,Лекарственное вещество,Спазмолитическое,Природные,Твердые,YES,Алкалоиды,YES,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Control_A,,,,,,,,,,
309,Polygonii avicularis herba,Многогония авикулярная трава,Polygonii avicularis herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Potassium acetate,Ацетат калия,Kalii acetatis,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Potassium bromide,Бромид калия,Kalii bromidi,Act,2.0,6.0,,,,,,,,,,,,,1.0,3.0,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Potassium chlorate,Хлорат калия,Kalii chloratis,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
